dataset,test_bat,seed,model,re,rmse,mae,time
CALCE,CS2_37,1,model_v3,0.202231520223152,0.0764640286745418,0.0601475058119887,601.6527433395386
CALCE,CS2_37,1,model_v4,0.00418410041841,0.012947007659067,0.008141406836258,1713.1430377960205
CALCE,CS2_37,2,model_v1,0.1269177126917712,0.0612306048460168,0.0399308363381262,528.746438741684
CALCE,CS2_37,2,model_v2,0.1785216178521617,0.0889274049203743,0.0614821699926515,560.6155235767365
CALCE,CS2_37,2,model_v2_1,0.1185495118549511,0.0587631875728398,0.0446199160847397,563.665472984314
CALCE,CS2_37,2,model_v3,0.101813110181311,0.0415563626653912,0.033347709736427,588.6902830600739
CALCE,CS2_37,2,model_v4,0.00976290097629,0.0206047355102809,0.0162873005081496,1726.3487553596497
CALCE,CS2_37,3,model_v1,0.1087866108786611,0.037292582404417,0.0284551129832134,536.4121632575989
CALCE,CS2_37,3,model_v2,0.1520223152022315,0.0747412832780146,0.0688238670374207,555.9320712089539
CALCE,CS2_37,3,model_v2_1,0.1450488145048814,0.0814904739024987,0.0455771899194972,554.0820679664612
CALCE,CS2_37,3,model_v3,0.1143654114365411,0.0596867864758369,0.0537611184444553,599.0144352912903
CALCE,CS2_37,3,model_v4,0.1269177126917712,0.072118988860471,0.0357386401726988,1725.916294336319
CALCE,CS2_37,4,model_v1,0.1213389121338912,0.0602197899032103,0.0443840618186919,529.0205769538879
CALCE,CS2_37,4,model_v2,0.1520223152022315,0.0665024591619815,0.0416382943874883,561.8079454898834
CALCE,CS2_37,4,model_v2_1,0.1241283124128312,0.0890114972665135,0.0403572361329435,561.9471025466919
CALCE,CS2_37,4,model_v3,0.1785216178521617,0.0497281472375852,0.0437939318579155,596.5566737651825
CALCE,CS2_37,4,model_v4,0.1311018131101813,0.050529028185375,0.0417181824234161,1729.0734362602234
CALCE,CS2_37,5,model_v1,0.0195258019525801,0.0253331138923908,0.0203477341019058,535.4769368171692
CALCE,CS2_37,5,model_v2,0.2524407252440725,0.1096659879675908,0.0883630767559005,553.57142162323
CALCE,CS2_37,5,model_v2_1,0.104602510460251,0.0552594284672953,0.0374028015478559,557.4584231376648
CALCE,CS2_37,5,model_v3,0.1129707112970711,0.0461081592087714,0.028016626480099,599.552656173706
CALCE,CS2_37,5,model_v4,0.3598326359832636,0.2324771633438551,0.1554264423074887,1731.3921971321106
CALCE,CS2_38,1,model_v1,0.1662198391420911,0.0978177943407794,0.0586134489413331,537.9225420951843
CALCE,CS2_38,1,model_v2,0.1474530831099195,0.0838994192235309,0.0499874686598547,554.6244761943817
CALCE,CS2_38,1,model_v2_1,0.1997319034852546,0.0822740241746214,0.0709225872967608,556.225608587265
CALCE,CS2_38,1,model_v3,0.1595174262734584,0.1044283176491221,0.056488677448875,594.7356178760529
CALCE,CS2_38,1,model_v4,0.1916890080428954,0.1123994318591157,0.073744399320048,1734.350302696228
CALCE,CS2_38,2,model_v1,0.163538873994638,0.0937654384029611,0.0509108488690368,536.0487239360809
CALCE,CS2_38,2,model_v2,0.1179624664879356,0.0547671909017963,0.0339506306644237,557.0380966663361
CALCE,CS2_38,2,model_v2_1,0.146112600536193,0.0696640254400135,0.0413223544106026,563.07008934021
CALCE,CS2_38,2,model_v3,0.1541554959785522,0.075395799237734,0.0470438353084503,596.6700005531311
CALCE,CS2_38,2,model_v4,0.2077747989276139,0.1425010718099108,0.0776832308056959,1725.0763766765594
CALCE,CS2_38,3,model_v1,0.128686327077748,0.06505413009281,0.0420010035546804,530.6851372718811
CALCE,CS2_38,3,model_v2,0.1126005361930295,0.0662457708172953,0.0353912795548712,553.9729104042053
CALCE,CS2_38,3,model_v2_1,0.1032171581769437,0.0463842564230729,0.0345626986992426,556.9682807922363
CALCE,CS2_38,3,model_v3,0.1863270777479893,0.0909643892782635,0.0543076826237744,597.5829312801361
CALCE,CS2_38,3,model_v4,0.1085790884718498,0.0601895133370931,0.0325371246407966,1719.9054174423218
CALCE,CS2_38,4,model_v1,0.0804289544235924,0.0355537820438734,0.0250451557925571,531.4344520568848
CALCE,CS2_38,4,model_v2,0.1219839142091152,0.0567660608355355,0.0389253057493461,569.4807934761047
CALCE,CS2_38,4,model_v2_1,0.1648793565683646,0.0692702612241986,0.0503488159768218,528.5374376773834
CALCE,CS2_38,4,model_v3,0.1434316353887399,0.0663466751001557,0.044491847868875,552.6736950874329
CALCE,CS2_38,4,model_v4,0.128686327077748,0.0697818185958241,0.0362240418638225,1659.81436085701
CALCE,CS2_38,5,model_v1,0.4369973190348525,0.4034885369547782,0.2848052702177711,503.9543807506561
CALCE,CS2_38,5,model_v2,0.1246648793565683,0.0507814251618814,0.0356455777941604,522.4251081943512
CALCE,CS2_38,5,model_v2_1,0.163538873994638,0.0873223898570153,0.0628846151800746,528.4458899497986
CALCE,CS2_38,5,model_v3,0.1380697050938338,0.0722103440867046,0.0443785310238888,577.6614513397217
CALCE,CS2_38,5,model_v4,0.4061662198391421,0.2557876725435863,0.1839034790153356,1703.242912530899
